game_id,game_date,away_team,home_team,away_score,home_score,winner,first_seen
401816545,2026-08-15,Milwaukee Brewers,Los Angeles Dodgers,4,1,Milwaukee Brewers,2026-09-15
401816546,2026-08-15,Texas Rangers,Athletics,5,3,Texas Rangers,2026-09-15
401816547,2026-08-16,Arizona Diamondbacks,Atlanta Braves,3,5,Atlanta Braves,2026-09-15
401816548,2026-08-16,Baltimore Orioles,Tampa Bay Rays,10,2,Baltimore Orioles,2026-09-15
401816549,2026-08-16,Boston Red Sox,Pittsburgh Pirates,3,8,Pittsburgh Pirates,2026-09-15
401816550,2026-08-16,Chicago White Sox,Detroit Tigers,7,5,Chicago White Sox,2026-09-15
401816551,2026-08-16,Miami Marlins,Cincinnati Reds,7,1,Miami Marlins,2026-09-15
401816552,2026-08-16,New York Yankees,Toronto Blue Jays,4,3,New York Yankees,2026-09-15
401816553,2026-08-16,San Diego Padres,Cleveland Guardians,5,0,San Diego Padres,2026-09-15
401816554,2026-08-16,Washington Nationals,New York Mets,3,4,New York Mets,2026-09-15
401816555,2026-08-16,Philadelphia Phillies,Minnesota Twins,7,5,Philadelphia Phillies,2026-09-15
401816556,2026-08-16,Seattle Mariners,Houston Astros,3,2,Seattle Mariners,2026-09-15
401816557,2026-08-16,St. Louis Cardinals,Chicago Cubs,11,4,St. Louis Cardinals,2026-09-15
401816558,2026-08-16,Colorado Rockies,San Francisco Giants,13,7,Colorado Rockies,2026-09-15
401816559,2026-08-16,Kansas City Royals,Los Angeles Angels,3,0,Kansas City Royals,2026-09-15
401816560,2026-08-16,Milwaukee Brewers,Los Angeles Dodgers,6,2,Milwaukee Brewers,2026-09-15
401816561,2026-08-16,Texas Rangers,Athletics,2,5,Athletics,2026-09-15
401816562,2026-08-17,Arizona Diamondbacks,Boston Red Sox,1,11,Boston Red Sox,2026-09-15
401816563,2026-08-17,Baltimore Orioles,Tampa Bay Rays,6,7,Tampa Bay Rays,2026-09-15
401816564,2026-08-17,Detroit Tigers,Pittsburgh Pirates,8,5,Detroit Tigers,2026-09-15
401816565,2026-08-17,Miami Marlins,Philadelphia Phillies,5,6,Philadelphia Phillies,2026-09-15
401816566,2026-08-17,San Diego Padres,New York Mets,1,2,New York Mets,2026-09-15
401816568,2026-08-17,Athletics,Kansas City Royals,5,9,Kansas City Royals,2026-09-15
401816569,2026-08-17,Chicago White Sox,Chicago Cubs,5,7,Chicago Cubs,2026-09-15
401816570,2026-08-17,Los Angeles Dodgers,Colorado Rockies,11,5,Los Angeles Dodgers,2026-09-15
401816581,2026-08-17,Atlanta Braves,Minnesota Twins,2,4,Minnesota Twins,2026-09-15
401873710,2026-08-17,St. Louis Cardinals,Cincinnati Reds,2,1,St. Louis Cardinals,2026-09-15
401816571,2026-08-18,Arizona Diamondbacks,Boston Red Sox,4,9,Boston Red Sox,2026-09-15
401816572,2026-08-18,Detroit Tigers,Pittsburgh Pirates,1,4,Pittsburgh Pirates,2026-09-15
401816573,2026-08-18,Miami Marlins,Philadelphia Phillies,4,6,Philadelphia Phillies,2026-09-15
401816574,2026-08-18,New York Yankees,Baltimore Orioles,3,1,New York Yankees,2026-09-15
401816575,2026-08-18,San Diego Padres,New York Mets,5,2,San Diego Padres,2026-09-15
401816576,2026-08-18,San Francisco Giants,Cleveland Guardians,1,8,Cleveland Guardians,2026-09-15
401816577,2026-08-18,St. Louis Cardinals,Cincinnati Reds,3,0,St. Louis Cardinals,2026-09-15
401816578,2026-08-18,Toronto Blue Jays,Tampa Bay Rays,10,5,Toronto Blue Jays,2026-09-15
401816579,2026-08-18,Los Angeles Angels,Houston Astros,3,1,Los Angeles Angels,2026-09-15
401816580,2026-08-18,Athletics,Kansas City Royals,3,4,Kansas City Royals,2026-09-15
401816582,2026-08-18,Chicago White Sox,Chicago Cubs,3,4,Chicago Cubs,2026-09-15
401816583,2026-08-18,Seattle Mariners,Milwaukee Brewers,0,22,Milwaukee Brewers,2026-09-15
401816584,2026-08-18,Washington Nationals,Texas Rangers,0,5,Texas Rangers,2026-09-15
401816585,2026-08-18,Los Angeles Dodgers,Colorado Rockies,7,6,Los Angeles Dodgers,2026-09-15
401816596,2026-08-18,Atlanta Braves,Minnesota Twins,1,4,Minnesota Twins,2026-09-15
401816586,2026-08-19,Arizona Diamondbacks,Boston Red Sox,7,6,Arizona Diamondbacks,2026-09-15
401816587,2026-08-19,Detroit Tigers,Pittsburgh Pirates,3,4,Pittsburgh Pirates,2026-09-15
401816588,2026-08-19,Miami Marlins,Philadelphia Phillies,1,4,Philadelphia Phillies,2026-09-15
401816589,2026-08-19,New York Yankees,Baltimore Orioles,5,3,New York Yankees,2026-09-15
401816590,2026-08-19,San Diego Padres,New York Mets,2,4,New York Mets,2026-09-15
401816591,2026-08-19,San Francisco Giants,Cleveland Guardians,1,0,San Francisco Giants,2026-09-15
401816592,2026-08-19,St. Louis Cardinals,Cincinnati Reds,4,5,Cincinnati Reds,2026-09-15
401816593,2026-08-19,Toronto Blue Jays,Tampa Bay Rays,6,7,Tampa Bay Rays,2026-09-15
401816594,2026-08-19,Los Angeles Angels,Houston Astros,2,3,Houston Astros,2026-09-15
401816595,2026-08-19,Athletics,Kansas City Royals,7,9,Kansas City Royals,2026-09-15
401816597,2026-08-19,Chicago White Sox,Chicago Cubs,3,0,Chicago White Sox,2026-09-15
401816598,2026-08-19,Seattle Mariners,Milwaukee Brewers,7,5,Seattle Mariners,2026-09-15
401816599,2026-08-19,Washington Nationals,Texas Rangers,6,0,Washington Nationals,2026-09-15
401816600,2026-08-19,Los Angeles Dodgers,Colorado Rockies,6,4,Los Angeles Dodgers,2026-09-15
401816607,2026-08-19,Atlanta Braves,Minnesota Twins,4,6,Minnesota Twins,2026-09-15
401816601,2026-08-20,New York Yankees,Baltimore Orioles,6,1,New York Yankees,2026-09-15
401816602,2026-08-20,San Francisco Giants,Cleveland Guardians,2,5,Cleveland Guardians,2026-09-15
401816603,2026-08-20,St. Louis Cardinals,Cincinnati Reds,10,9,St. Louis Cardinals,2026-09-15
401816604,2026-08-20,Toronto Blue Jays,Tampa Bay Rays,5,1,Toronto Blue Jays,2026-09-15
401816605,2026-08-20,Los Angeles Angels,Houston Astros,18,3,Los Angeles Angels,2026-09-15
401816606,2026-08-20,Athletics,Kansas City Royals,2,6,Kansas City Royals,2026-09-15
401816608,2026-08-20,Seattle Mariners,Milwaukee Brewers,4,7,Milwaukee Brewers,2026-09-15
401816609,2026-08-20,Washington Nationals,Texas Rangers,0,2,Texas Rangers,2026-09-15
401877087,2026-08-20,Atlanta Braves,Chicago White Sox,2,0,Atlanta Braves,2026-09-15
401816610,2026-08-21,San Francisco Giants,Boston Red Sox,4,6,Boston Red Sox,2026-09-15
401816611,2026-08-21,St. Louis Cardinals,Philadelphia Phillies,6,7,Philadelphia Phillies,2026-09-15
401816612,2026-08-21,Tampa Bay Rays,Baltimore Orioles,3,5,Baltimore Orioles,2026-09-15
401816613,2026-08-21,Toronto Blue Jays,New York Yankees,1,3,New York Yankees,2026-09-15
401816614,2026-08-21,Washington Nationals,Miami Marlins,2,3,Miami Marlins,2026-09-15
401816615,2026-08-21,Los Angeles Angels,Texas Rangers,1,2,Texas Rangers,2026-09-15
401816616,2026-08-21,Athletics,Houston Astros,0,4,Houston Astros,2026-09-15
401816617,2026-08-21,Atlanta Braves,Milwaukee Brewers,1,2,Milwaukee Brewers,2026-09-15
401816618,2026-08-21,Detroit Tigers,Kansas City Royals,2,5,Kansas City Royals,2026-09-15
401816619,2026-08-21,New York Mets,Chicago White Sox,4,6,Chicago White Sox,2026-09-15
401816620,2026-08-21,Cleveland Guardians,Colorado Rockies,9,1,Cleveland Guardians,2026-09-15
401816621,2026-08-21,Chicago Cubs,Seattle Mariners,5,6,Seattle Mariners,2026-09-15
401816622,2026-08-21,Cincinnati Reds,Arizona Diamondbacks,0,9,Arizona Diamondbacks,2026-09-15
401816623,2026-08-21,Minnesota Twins,San Diego Padres,2,6,San Diego Padres,2026-09-15
401816624,2026-08-21,Pittsburgh Pirates,Los Angeles Dodgers,4,5,Los Angeles Dodgers,2026-09-15
401816625,2026-08-22,San Francisco Giants,Boston Red Sox,2,3,Boston Red Sox,2026-09-15
401816626,2026-08-22,St. Louis Cardinals,Philadelphia Phillies,3,12,Philadelphia Phillies,2026-09-15
401816627,2026-08-22,Tampa Bay Rays,Baltimore Orioles,2,3,Baltimore Orioles,2026-09-15
401816628,2026-08-22,Toronto Blue Jays,New York Yankees,4,3,Toronto Blue Jays,2026-09-15
401816629,2026-08-22,Washington Nationals,Miami Marlins,2,4,Miami Marlins,2026-09-15
401816630,2026-08-22,Los Angeles Angels,Texas Rangers,3,0,Los Angeles Angels,2026-09-15
401816631,2026-08-22,Athletics,Houston Astros,4,3,Athletics,2026-09-15
401816632,2026-08-22,Atlanta Braves,Milwaukee Brewers,1,4,Milwaukee Brewers,2026-09-15
401816633,2026-08-22,Detroit Tigers,Kansas City Royals,1,3,Kansas City Royals,2026-09-15
401816634,2026-08-22,New York Mets,Chicago White Sox,10,5,New York Mets,2026-09-15
401816635,2026-08-22,Cleveland Guardians,Colorado Rockies,4,3,Cleveland Guardians,2026-09-15
401816636,2026-08-22,Chicago Cubs,Seattle Mariners,4,5,Seattle Mariners,2026-09-15
401816637,2026-08-22,Cincinnati Reds,Arizona Diamondbacks,11,5,Cincinnati Reds,2026-09-15
401816638,2026-08-22,Minnesota Twins,San Diego Padres,5,7,San Diego Padres,2026-09-15
401816639,2026-08-22,Pittsburgh Pirates,Los Angeles Dodgers,3,4,Los Angeles Dodgers,2026-09-15
401816640,2026-08-23,San Francisco Giants,Boston Red Sox,4,5,Boston Red Sox,2026-09-15
401816641,2026-08-23,St. Louis Cardinals,Philadelphia Phillies,4,6,Philadelphia Phillies,2026-09-15
401816642,2026-08-23,Tampa Bay Rays,Baltimore Orioles,3,1,Tampa Bay Rays,2026-09-15
401816643,2026-08-23,Toronto Blue Jays,New York Yankees,3,8,New York Yankees,2026-09-15
401816644,2026-08-23,Washington Nationals,Miami Marlins,2,6,Miami Marlins,2026-09-15
401816645,2026-08-23,Los Angeles Angels,Texas Rangers,3,5,Texas Rangers,2026-09-15
401816646,2026-08-23,Athletics,Houston Astros,7,6,Athletics,2026-09-15
401816647,2026-08-23,Atlanta Braves,Milwaukee Brewers,4,2,Atlanta Braves,2026-09-15
401816648,2026-08-23,Detroit Tigers,Kansas City Royals,7,11,Kansas City Royals,2026-09-15
401816649,2026-08-23,New York Mets,Chicago White Sox,1,2,Chicago White Sox,2026-09-15
401816650,2026-08-23,Cleveland Guardians,Colorado Rockies,7,2,Cleveland Guardians,2026-09-15
401816651,2026-08-23,Chicago Cubs,Seattle Mariners,19,2,Chicago Cubs,2026-09-15
401816652,2026-08-23,Cincinnati Reds,Arizona Diamondbacks,3,5,Arizona Diamondbacks,2026-09-15
401816653,2026-08-23,Minnesota Twins,San Diego Padres,1,8,San Diego Padres,2026-09-15
401816654,2026-08-23,Pittsburgh Pirates,Los Angeles Dodgers,0,4,Los Angeles Dodgers,2026-09-15
401816655,2026-08-24,Boston Red Sox,Miami Marlins,4,2,Boston Red Sox,2026-09-15
401816656,2026-08-24,Colorado Rockies,Washington Nationals,3,13,Washington Nationals,2026-09-15
401816657,2026-08-24,Tampa Bay Rays,Detroit Tigers,4,1,Tampa Bay Rays,2026-09-15
401816658,2026-08-24,Texas Rangers,Chicago White Sox,11,2,Texas Rangers,2026-09-15
401816659,2026-08-24,Chicago Cubs,Arizona Diamondbacks,7,0,Chicago Cubs,2026-09-15
401816660,2026-08-24,Cincinnati Reds,San Francisco Giants,0,5,San Francisco Giants,2026-09-15
401816661,2026-08-24,Cleveland Guardians,Los Angeles Angels,4,2,Cleveland Guardians,2026-09-15
401816662,2026-08-24,Minnesota Twins,Athletics,9,6,Minnesota Twins,2026-09-15
401816663,2026-08-24,Philadelphia Phillies,Seattle Mariners,2,9,Seattle Mariners,2026-09-15
401816664,2026-08-24,Pittsburgh Pirates,San Diego Padres,3,2,Pittsburgh Pirates,2026-09-15
401816665,2026-08-25,Boston Red Sox,Miami Marlins,7,3,Boston Red Sox,2026-09-15
401816666,2026-08-25,Colorado Rockies,Washington Nationals,3,1,Colorado Rockies,2026-09-15
401816667,2026-08-25,Houston Astros,New York Yankees,9,7,Houston Astros,2026-09-15
401816668,2026-08-25,Kansas City Royals,Toronto Blue Jays,5,3,Kansas City Royals,2026-09-15
401816669,2026-08-25,Los Angeles Dodgers,Atlanta Braves,3,4,Atlanta Braves,2026-09-15
401816670,2026-08-25,Milwaukee Brewers,New York Mets,2,3,New York Mets,2026-09-15
401816671,2026-08-25,Tampa Bay Rays,Detroit Tigers,1,4,Detroit Tigers,2026-09-15
401816672,2026-08-25,Baltimore Orioles,St. Louis Cardinals,13,1,Baltimore Orioles,2026-09-15
401816673,2026-08-25,Texas Rangers,Chicago White Sox,7,11,Chicago White Sox,2026-09-15
401816674,2026-08-25,Chicago Cubs,Arizona Diamondbacks,4,5,Arizona Diamondbacks,2026-09-15
401816675,2026-08-25,Cincinnati Reds,San Francisco Giants,1,3,San Francisco Giants,2026-09-15
401816676,2026-08-25,Cleveland Guardians,Los Angeles Angels,8,6,Cleveland Guardians,2026-09-15
401816677,2026-08-25,Minnesota Twins,Athletics,2,4,Athletics,2026-09-15
401816678,2026-08-25,Philadelphia Phillies,Seattle Mariners,1,4,Seattle Mariners,2026-09-15
401816679,2026-08-25,Pittsburgh Pirates,San Diego Padres,1,0,Pittsburgh Pirates,2026-09-15
401816680,2026-08-26,Boston Red Sox,Miami Marlins,0,4,Miami Marlins,2026-09-15
401816681,2026-08-26,Colorado Rockies,Washington Nationals,13,1,Colorado Rockies,2026-09-15
401816682,2026-08-26,Houston Astros,New York Yankees,3,9,New York Yankees,2026-09-15
401816683,2026-08-26,Kansas City Royals,Toronto Blue Jays,0,3,Toronto Blue Jays,2026-09-15
401816684,2026-08-26,Los Angeles Dodgers,Atlanta Braves,5,6,Atlanta Braves,2026-09-15
401816685,2026-08-26,Milwaukee Brewers,New York Mets,8,1,Milwaukee Brewers,2026-09-15
401816686,2026-08-26,Tampa Bay Rays,Detroit Tigers,3,0,Tampa Bay Rays,2026-09-15
401816687,2026-08-26,Baltimore Orioles,St. Louis Cardinals,8,7,Baltimore Orioles,2026-09-15
401816688,2026-08-26,Texas Rangers,Chicago White Sox,4,10,Chicago White Sox,2026-09-15
401816689,2026-08-26,Chicago Cubs,Arizona Diamondbacks,0,2,Arizona Diamondbacks,2026-09-15
401816690,2026-08-26,Cincinnati Reds,San Francisco Giants,10,9,Cincinnati Reds,2026-09-15
401816691,2026-08-26,Cleveland Guardians,Los Angeles Angels,4,3,Cleveland Guardians,2026-09-15
401816692,2026-08-26,Minnesota Twins,Athletics,4,7,Athletics,2026-09-15
401816693,2026-08-26,Philadelphia Phillies,Seattle Mariners,6,0,Philadelphia Phillies,2026-09-15
401816694,2026-08-26,Pittsburgh Pirates,San Diego Padres,0,3,San Diego Padres,2026-09-15
401816695,2026-08-27,Colorado Rockies,Washington Nationals,1,7,Washington Nationals,2026-09-15
401816696,2026-08-27,Houston Astros,New York Yankees,5,1,Houston Astros,2026-09-15
401816697,2026-08-27,Kansas City Royals,Toronto Blue Jays,13,2,Kansas City Royals,2026-09-15
401816698,2026-08-27,Los Angeles Dodgers,Atlanta Braves,0,1,Atlanta Braves,2026-09-15
401816699,2026-08-27,Milwaukee Brewers,New York Mets,8,2,Milwaukee Brewers,2026-09-15
401816700,2026-08-27,Baltimore Orioles,St. Louis Cardinals,5,7,St. Louis Cardinals,2026-09-15
401816701,2026-08-27,Arizona Diamondbacks,San Francisco Giants,1,6,San Francisco Giants,2026-09-15
401816702,2026-08-28,Boston Red Sox,New York Yankees,0,1,New York Yankees,2026-09-15
401816703,2026-08-28,Colorado Rockies,Atlanta Braves,4,6,Atlanta Braves,2026-09-15
401816704,2026-08-28,Houston Astros,New York Mets,3,1,Houston Astros,2026-09-15
401816705,2026-08-28,Kansas City Royals,Cleveland Guardians,3,0,Kansas City Royals,2026-09-15
401816706,2026-08-28,Los Angeles Dodgers,Detroit Tigers,2,1,Los Angeles Dodgers,2026-09-15
401816707,2026-08-28,Miami Marlins,Washington Nationals,2,9,Washington Nationals,2026-09-15
401816708,2026-08-28,San Diego Padres,Tampa Bay Rays,4,9,Tampa Bay Rays,2026-09-15
401816709,2026-08-28,Seattle Mariners,Toronto Blue Jays,1,8,Toronto Blue Jays,2026-09-15
401816710,2026-08-28,Chicago White Sox,Minnesota Twins,7,4,Chicago White Sox,2026-09-15
401816711,2026-08-28,Cincinnati Reds,Chicago Cubs,10,8,Cincinnati Reds,2026-09-15
401816712,2026-08-28,Pittsburgh Pirates,St. Louis Cardinals,1,4,St. Louis Cardinals,2026-09-15
401816713,2026-08-28,Texas Rangers,Milwaukee Brewers,1,6,Milwaukee Brewers,2026-09-15
401816714,2026-08-28,Arizona Diamondbacks,San Francisco Giants,10,6,Arizona Diamondbacks,2026-09-15
401816715,2026-08-28,Baltimore Orioles,Athletics,4,3,Baltimore Orioles,2026-09-15
401816716,2026-08-28,Philadelphia Phillies,Los Angeles Angels,5,3,Philadelphia Phillies,2026-09-15
401816718,2026-08-29,Colorado Rockies,Atlanta Braves,1,2,Atlanta Braves,2026-09-15
401816719,2026-08-29,Houston Astros,New York Mets,2,6,New York Mets,2026-09-15
401816720,2026-08-29,Kansas City Royals,Cleveland Guardians,8,3,Kansas City Royals,2026-09-15
401816721,2026-08-29,Los Angeles Dodgers,Detroit Tigers,1,2,Detroit Tigers,2026-09-15
401816722,2026-08-29,Miami Marlins,Washington Nationals,4,5,Washington Nationals,2026-09-15
401816723,2026-08-29,San Diego Padres,Tampa Bay Rays,6,7,Tampa Bay Rays,2026-09-15
401816724,2026-08-29,Seattle Mariners,Toronto Blue Jays,3,4,Toronto Blue Jays,2026-09-15
401816725,2026-08-29,Chicago White Sox,Minnesota Twins,3,2,Chicago White Sox,2026-09-15
401816726,2026-08-29,Cincinnati Reds,Chicago Cubs,5,17,Chicago Cubs,2026-09-15
401816727,2026-08-29,Pittsburgh Pirates,St. Louis Cardinals,6,2,Pittsburgh Pirates,2026-09-15
401816728,2026-08-29,Texas Rangers,Milwaukee Brewers,3,5,Milwaukee Brewers,2026-09-15
401816730,2026-08-29,Baltimore Orioles,Athletics,5,3,Baltimore Orioles,2026-09-15
401816731,2026-08-29,Philadelphia Phillies,Los Angeles Angels,4,2,Philadelphia Phillies,2026-09-15
401816744,2026-08-29,Arizona Diamondbacks,San Francisco Giants,7,1,Arizona Diamondbacks,2026-09-15
401874913,2026-08-29,Boston Red Sox,New York Yankees,6,0,Boston Red Sox,2026-09-15
401816732,2026-08-30,Boston Red Sox,New York Yankees,1,16,New York Yankees,2026-09-15
401816733,2026-08-30,Colorado Rockies,Atlanta Braves,2,3,Atlanta Braves,2026-09-15
401816734,2026-08-30,Houston Astros,New York Mets,6,3,Houston Astros,2026-09-15
401816735,2026-08-30,Kansas City Royals,Cleveland Guardians,1,11,Cleveland Guardians,2026-09-15
401816736,2026-08-30,Los Angeles Dodgers,Detroit Tigers,6,1,Los Angeles Dodgers,2026-09-15
401816737,2026-08-30,Miami Marlins,Washington Nationals,6,2,Miami Marlins,2026-09-15
401816738,2026-08-30,San Diego Padres,Tampa Bay Rays,4,5,Tampa Bay Rays,2026-09-15
401816739,2026-08-30,Seattle Mariners,Toronto Blue Jays,0,7,Toronto Blue Jays,2026-09-15
401816740,2026-08-30,Chicago White Sox,Minnesota Twins,1,5,Minnesota Twins,2026-09-15
401816741,2026-08-30,Cincinnati Reds,Chicago Cubs,7,5,Cincinnati Reds,2026-09-15
401816742,2026-08-30,Pittsburgh Pirates,St. Louis Cardinals,5,4,Pittsburgh Pirates,2026-09-15
401816743,2026-08-30,Texas Rangers,Milwaukee Brewers,7,4,Texas Rangers,2026-09-15
401816745,2026-08-30,Baltimore Orioles,Athletics,8,5,Baltimore Orioles,2026-09-15
401816746,2026-08-30,Philadelphia Phillies,Los Angeles Angels,5,2,Philadelphia Phillies,2026-09-15
401816747,2026-08-31,Miami Marlins,Washington Nationals,3,6,Washington Nationals,2026-09-15
401816748,2026-08-31,New York Mets,Tampa Bay Rays,3,2,New York Mets,2026-09-15
401816749,2026-08-31,San Diego Padres,Cincinnati Reds,5,0,San Diego Padres,2026-09-15
401816750,2026-08-31,Seattle Mariners,Boston Red Sox,8,9,Boston Red Sox,2026-09-15
401816751,2026-08-31,Athletics,Texas Rangers,1,8,Texas Rangers,2026-09-15
401816752,2026-08-31,Chicago White Sox,Houston Astros,3,6,Houston Astros,2026-09-15
401816753,2026-08-31,Detroit Tigers,Minnesota Twins,1,11,Minnesota Twins,2026-09-15
401816754,2026-08-31,Milwaukee Brewers,Chicago Cubs,3,17,Chicago Cubs,2026-09-15
401816755,2026-08-31,Baltimore Orioles,Colorado Rockies,2,1,Baltimore Orioles,2026-09-15
401816756,2026-08-31,New York Yankees,Los Angeles Angels,1,10,Los Angeles Angels,2026-09-15
401816757,2026-08-31,Philadelphia Phillies,Arizona Diamondbacks,2,1,Philadelphia Phillies,2026-09-15
401878657,2026-08-31,San Francisco Giants,Atlanta Braves,7,3,San Francisco Giants,2026-09-15
401816758,2026-09-01,Atlanta Braves,Washington Nationals,5,9,Washington Nationals,2026-09-15
401816759,2026-09-01,New York Mets,Tampa Bay Rays,2,6,Tampa Bay Rays,2026-09-15
401816760,2026-09-01,San Diego Padres,Cincinnati Reds,3,4,Cincinnati Reds,2026-09-15
401816761,2026-09-01,Seattle Mariners,Boston Red Sox,9,6,Seattle Mariners,2026-09-15
401816762,2026-09-01,San Francisco Giants,Pittsburgh Pirates,12,13,Pittsburgh Pirates,2026-09-15
401816763,2026-09-01,Toronto Blue Jays,Cleveland Guardians,1,6,Cleveland Guardians,2026-09-15
401816764,2026-09-01,Athletics,Texas Rangers,5,8,Texas Rangers,2026-09-15
401816765,2026-09-01,Chicago White Sox,Houston Astros,5,1,Chicago White Sox,2026-09-15
401816766,2026-09-01,Detroit Tigers,Minnesota Twins,2,15,Minnesota Twins,2026-09-15
401816767,2026-09-01,Miami Marlins,Kansas City Royals,6,3,Miami Marlins,2026-09-15
401816768,2026-09-01,Milwaukee Brewers,Chicago Cubs,9,4,Milwaukee Brewers,2026-09-15
401816769,2026-09-01,Baltimore Orioles,Colorado Rockies,2,4,Colorado Rockies,2026-09-15
401816770,2026-09-01,New York Yankees,Los Angeles Angels,7,3,New York Yankees,2026-09-15
401816771,2026-09-01,Philadelphia Phillies,Arizona Diamondbacks,7,1,Philadelphia Phillies,2026-09-15
401816772,2026-09-01,St. Louis Cardinals,Los Angeles Dodgers,13,8,St. Louis Cardinals,2026-09-15
401816773,2026-09-02,Atlanta Braves,Washington Nationals,9,0,Atlanta Braves,2026-09-15
401816774,2026-09-02,New York Mets,Tampa Bay Rays,10,4,New York Mets,2026-09-15
401816775,2026-09-02,San Diego Padres,Cincinnati Reds,3,7,Cincinnati Reds,2026-09-15
401816776,2026-09-02,Seattle Mariners,Boston Red Sox,8,3,Seattle Mariners,2026-09-15
401816777,2026-09-02,San Francisco Giants,Pittsburgh Pirates,5,4,San Francisco Giants,2026-09-15
401816778,2026-09-02,Toronto Blue Jays,Cleveland Guardians,11,0,Toronto Blue Jays,2026-09-15
401816779,2026-09-02,Athletics,Texas Rangers,9,2,Athletics,2026-09-15
401816780,2026-09-02,Chicago White Sox,Houston Astros,0,2,Houston Astros,2026-09-15
401816781,2026-09-02,Detroit Tigers,Minnesota Twins,11,6,Detroit Tigers,2026-09-15
401816782,2026-09-02,Miami Marlins,Kansas City Royals,9,6,Miami Marlins,2026-09-15
401816783,2026-09-02,Milwaukee Brewers,Chicago Cubs,9,5,Milwaukee Brewers,2026-09-15
401816784,2026-09-02,Baltimore Orioles,Colorado Rockies,5,6,Colorado Rockies,2026-09-15
401816785,2026-09-02,New York Yankees,Los Angeles Angels,6,3,New York Yankees,2026-09-15
401816786,2026-09-02,Philadelphia Phillies,Arizona Diamondbacks,0,1,Arizona Diamondbacks,2026-09-15
401816787,2026-09-02,St. Louis Cardinals,Los Angeles Dodgers,8,6,St. Louis Cardinals,2026-09-15
401816788,2026-09-03,Boston Red Sox,Baltimore Orioles,6,5,Boston Red Sox,2026-09-15
401816789,2026-09-03,San Francisco Giants,Pittsburgh Pirates,2,5,Pittsburgh Pirates,2026-09-15
401816790,2026-09-03,Toronto Blue Jays,Cleveland Guardians,6,3,Toronto Blue Jays,2026-09-15
401816791,2026-09-03,Chicago White Sox,Houston Astros,2,6,Houston Astros,2026-09-15
401816792,2026-09-03,Miami Marlins,Kansas City Royals,3,7,Kansas City Royals,2026-09-15
401816793,2026-09-03,Milwaukee Brewers,Chicago Cubs,1,2,Chicago Cubs,2026-09-15
401816794,2026-09-03,Tampa Bay Rays,Texas Rangers,0,6,Texas Rangers,2026-09-15
401816795,2026-09-03,Athletics,Seattle Mariners,7,4,Athletics,2026-09-15
401816796,2026-09-03,St. Louis Cardinals,Los Angeles Dodgers,2,3,Los Angeles Dodgers,2026-09-15
401816797,2026-09-04,Los Angeles Angels,Pittsburgh Pirates,0,1,Pittsburgh Pirates,2026-09-15
401816798,2026-09-04,Atlanta Braves,Philadelphia Phillies,5,2,Atlanta Braves,2026-09-15
401816799,2026-09-04,Boston Red Sox,Baltimore Orioles,1,0,Boston Red Sox,2026-09-15
401816800,2026-09-04,Chicago Cubs,Miami Marlins,6,1,Chicago Cubs,2026-09-15
401816802,2026-09-04,Milwaukee Brewers,Cincinnati Reds,10,7,Milwaukee Brewers,2026-09-15
401816803,2026-09-04,San Francisco Giants,New York Mets,6,10,New York Mets,2026-09-15
401816804,2026-09-04,Arizona Diamondbacks,Houston Astros,1,3,Houston Astros,2026-09-15
401816805,2026-09-04,Minnesota Twins,Chicago White Sox,1,4,Chicago White Sox,2026-09-15
401816806,2026-09-04,Tampa Bay Rays,Texas Rangers,7,6,Tampa Bay Rays,2026-09-15
401816807,2026-09-04,Toronto Blue Jays,Kansas City Royals,9,2,Toronto Blue Jays,2026-09-15
401816808,2026-09-04,St. Louis Cardinals,Colorado Rockies,7,6,St. Louis Cardinals,2026-09-15
401816809,2026-09-04,Athletics,Seattle Mariners,7,6,Athletics,2026-09-15
401816810,2026-09-04,New York Yankees,San Diego Padres,2,3,San Diego Padres,2026-09-15
401816811,2026-09-04,Washington Nationals,Los Angeles Dodgers,3,5,Los Angeles Dodgers,2026-09-15
401877193,2026-09-04,Detroit Tigers,Cleveland Guardians,6,7,Cleveland Guardians,2026-09-15
401816812,2026-09-05,Los Angeles Angels,Pittsburgh Pirates,6,1,Los Angeles Angels,2026-09-15
401816813,2026-09-05,Atlanta Braves,Philadelphia Phillies,2,4,Philadelphia Phillies,2026-09-15
401816814,2026-09-05,Boston Red Sox,Baltimore Orioles,5,0,Boston Red Sox,2026-09-15
401816815,2026-09-05,Chicago Cubs,Miami Marlins,6,5,Chicago Cubs,2026-09-15
401816816,2026-09-05,Detroit Tigers,Cleveland Guardians,6,0,Detroit Tigers,2026-09-15
401816817,2026-09-05,Milwaukee Brewers,Cincinnati Reds,3,5,Cincinnati Reds,2026-09-15
401816818,2026-09-05,San Francisco Giants,New York Mets,9,5,San Francisco Giants,2026-09-15
401816819,2026-09-05,Arizona Diamondbacks,Houston Astros,4,3,Arizona Diamondbacks,2026-09-15
401816820,2026-09-05,Minnesota Twins,Chicago White Sox,6,4,Minnesota Twins,2026-09-15
401816821,2026-09-05,Tampa Bay Rays,Texas Rangers,6,3,Tampa Bay Rays,2026-09-15
401816822,2026-09-05,Toronto Blue Jays,Kansas City Royals,4,3,Toronto Blue Jays,2026-09-15
