game_date,away_team,home_team,status,winner,favored_team,away_win_probability,home_win_probability,game_id,away_score,home_score,away_record,home_record,away_win_pct,home_win_pct,away_pt_diff_pg,home_pt_diff_pg,away_ypg_off,home_ypg_off,away_ypg_def,home_ypg_def,away_to_margin,home_to_margin,season_type,season_slug,game_start_utc,game_time
2026-09-27,Minnesota Vikings,Tampa Bay Buccaneers,Scheduled,,Minnesota Vikings,0.7514,0.2486,401872959,0,0,1-0,0-1,1.0,0.0,17.0,-6.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-09-27T20:05Z,4:05 PM ET
2026-09-27,Baltimore Ravens,Dallas Cowboys,Scheduled,,Baltimore Ravens,0.7481,0.2519,401872960,0,0,1-0,0-1,1.0,0.0,18.0,-8.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-09-27T20:25Z,4:25 PM ET
2026-09-27,Las Vegas Raiders,New Orleans Saints,Scheduled,,Las Vegas Raiders,0.7601,0.2399,401872961,0,0,1-0,0-1,1.0,0.0,14.0,-1.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-09-27T20:25Z,4:25 PM ET
2026-09-27,Los Angeles Rams,Denver Broncos,Scheduled,,Los Angeles Rams,0.5444,0.4556,401872962,0,0,0-1,0-1,0.0,0.0,-20.0,-21.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-09-28T00:20Z,8:20 PM ET
2026-09-28,Philadelphia Eagles,Chicago Bears,Scheduled,,Philadelphia Eagles,0.5751,0.4249,401872963,0,0,1-0,1-0,1.0,1.0,2.0,22.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-09-29T00:15Z,8:15 PM ET
2026-10-01,Pittsburgh Steelers,Cleveland Browns,Scheduled,,Pittsburgh Steelers,0.7425,0.2575,401872964,0,0,1-0,0-1,1.0,0.0,7.0,-24.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-02T00:15Z,8:15 PM ET
2026-10-04,Indianapolis Colts,Washington Commanders,Scheduled,,Indianapolis Colts,0.5693,0.4307,401872965,0,0,0-1,0-1,0.0,0.0,-18.0,-2.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-04T13:30Z,9:30 AM ET
2026-10-04,New England Patriots,Buffalo Bills,Scheduled,,Buffalo Bills,0.3044,0.6956,401872971,0,0,0-1,1-0,0.0,1.0,-3.0,5.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-04T17:00Z,1:00 PM ET
2026-10-04,New York Jets,Chicago Bears,Scheduled,,New York Jets,0.5591,0.4409,401872972,0,0,1-0,1-0,1.0,1.0,13.0,22.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-04T17:00Z,1:00 PM ET
2026-10-04,Jacksonville Jaguars,Cincinnati Bengals,Scheduled,,Jacksonville Jaguars,0.5194,0.4806,401872969,0,0,1-0,1-0,1.0,1.0,24.0,6.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-04T17:00Z,1:00 PM ET
2026-10-04,Arizona Cardinals,New York Giants,Scheduled,,Arizona Cardinals,0.54,0.46,401872966,0,0,1-0,1-0,1.0,1.0,12.0,8.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-04T17:00Z,1:00 PM ET
2026-10-04,Los Angeles Rams,Philadelphia Eagles,Scheduled,,Philadelphia Eagles,0.3222,0.6778,401872970,0,0,0-1,1-0,0.0,1.0,-20.0,2.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-04T17:00Z,1:00 PM ET
2026-10-04,Green Bay Packers,Tampa Bay Buccaneers,Scheduled,,Green Bay Packers,0.562,0.438,401872968,0,0,0-1,0-1,0.0,0.0,-17.0,-6.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-04T17:00Z,1:00 PM ET
2026-10-04,Tennessee Titans,Baltimore Ravens,Scheduled,,Baltimore Ravens,0.3339,0.6661,401872973,0,0,0-1,1-0,0.0,1.0,-13.0,18.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-04T17:00Z,1:00 PM ET
2026-10-04,Dallas Cowboys,Houston Texans,Scheduled,,Dallas Cowboys,0.5503,0.4497,401872967,0,0,0-1,0-1,0.0,0.0,-8.0,-5.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-04T17:00Z,1:00 PM ET
2026-10-04,Miami Dolphins,Minnesota Vikings,Scheduled,,Minnesota Vikings,0.3339,0.6661,401872974,0,0,0-1,1-0,0.0,1.0,-14.0,17.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-04T20:05Z,4:05 PM ET
2026-10-04,Kansas City Chiefs,Las Vegas Raiders,Scheduled,,Kansas City Chiefs,0.5356,0.4644,401872976,0,0,1-0,1-0,1.0,1.0,21.0,14.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-04T20:25Z,4:25 PM ET
2026-10-04,Denver Broncos,San Francisco 49ers,Scheduled,,San Francisco 49ers,0.3472,0.6528,401872975,0,0,0-1,1-0,0.0,1.0,-21.0,20.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-04T20:25Z,4:25 PM ET
2026-10-04,Los Angeles Chargers,Seattle Seahawks,Scheduled,,Seattle Seahawks,0.3132,0.6868,401872977,0,0,0-1,1-0,0.0,1.0,-12.0,3.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-04T20:25Z,4:25 PM ET
2026-10-04,Detroit Lions,Carolina Panthers,Scheduled,,Detroit Lions,0.7514,0.2486,401872978,0,0,1-0,0-1,1.0,0.0,1.0,-22.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-05T00:20Z,8:20 PM ET
2026-10-05,Atlanta Falcons,New Orleans Saints,Scheduled,,Atlanta Falcons,0.5547,0.4453,401872979,0,0,0-1,0-1,0.0,0.0,-7.0,-1.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-06T00:15Z,8:15 PM ET
2026-10-08,Tampa Bay Buccaneers,Dallas Cowboys,Scheduled,,Tampa Bay Buccaneers,0.543,0.457,401872980,0,0,0-1,0-1,0.0,0.0,-6.0,-8.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-09T00:15Z,8:15 PM ET
2026-10-11,Philadelphia Eagles,Jacksonville Jaguars,Scheduled,,Philadelphia Eagles,0.578,0.422,401872981,0,0,1-0,1-0,1.0,1.0,2.0,24.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-11T13:30Z,9:30 AM ET
2026-10-11,Houston Texans,Tennessee Titans,Scheduled,,Houston Texans,0.5342,0.4658,401872984,0,0,0-1,0-1,0.0,0.0,-5.0,-13.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-11T17:00Z,1:00 PM ET
2026-10-11,Cincinnati Bengals,Miami Dolphins,Scheduled,,Cincinnati Bengals,0.7547,0.2453,401872982,0,0,1-0,0-1,1.0,0.0,6.0,-14.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-11T17:00Z,1:00 PM ET
2026-10-11,Las Vegas Raiders,New England Patriots,Scheduled,,Las Vegas Raiders,0.758,0.242,401872986,0,0,1-0,0-1,1.0,0.0,14.0,-3.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-11T17:00Z,1:00 PM ET
2026-10-11,Minnesota Vikings,New Orleans Saints,Scheduled,,Minnesota Vikings,0.7569,0.2431,401872987,0,0,1-0,0-1,1.0,0.0,17.0,-1.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-11T17:00Z,1:00 PM ET
2026-10-11,Cleveland Browns,New York Jets,Scheduled,,New York Jets,0.3419,0.6581,401872983,0,0,0-1,1-0,0.0,1.0,-24.0,13.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-11T17:00Z,1:00 PM ET
2026-10-11,Indianapolis Colts,Pittsburgh Steelers,Scheduled,,Pittsburgh Steelers,0.3261,0.6739,401872985,0,0,0-1,1-0,0.0,1.0,-18.0,7.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-11T17:00Z,1:00 PM ET
2026-10-11,New York Giants,Washington Commanders,Scheduled,,New York Giants,0.7655,0.2345,401872988,0,0,1-0,0-1,1.0,0.0,8.0,-2.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-11T17:00Z,1:00 PM ET
2026-10-11,Denver Broncos,Los Angeles Chargers,Scheduled,,Denver Broncos,0.5591,0.4409,401872989,0,0,0-1,0-1,0.0,0.0,-21.0,-12.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-11T20:05Z,4:05 PM ET
2026-10-11,Chicago Bears,Green Bay Packers,Scheduled,,Chicago Bears,0.7333,0.2667,401872990,0,0,1-0,0-1,1.0,0.0,22.0,-17.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-11T20:25Z,4:25 PM ET
2026-10-11,Detroit Lions,Arizona Cardinals,Scheduled,,Detroit Lions,0.562,0.438,401872991,0,0,1-0,1-0,1.0,1.0,1.0,12.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-11T20:25Z,4:25 PM ET
2026-10-11,San Francisco 49ers,Seattle Seahawks,Scheduled,,San Francisco 49ers,0.5209,0.4791,401872992,0,0,1-0,1-0,1.0,1.0,20.0,3.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-11T20:25Z,4:25 PM ET
2026-10-11,Baltimore Ravens,Atlanta Falcons,Scheduled,,Baltimore Ravens,0.7492,0.2508,401872993,0,0,1-0,0-1,1.0,0.0,18.0,-7.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-12T00:20Z,8:20 PM ET
2026-10-12,Buffalo Bills,Los Angeles Rams,Scheduled,,Buffalo Bills,0.7492,0.2508,401872994,0,0,1-0,0-1,1.0,0.0,5.0,-20.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-13T00:15Z,8:15 PM ET
2026-10-15,Seattle Seahawks,Denver Broncos,Scheduled,,Seattle Seahawks,0.7503,0.2497,401872995,0,0,1-0,0-1,1.0,0.0,3.0,-21.0,340.0,340.0,340.0,340.0,0.0,0.0,2.0,regular-season,2026-10-16T00:15Z,8:15 PM ET
